Channel1,Channel2,Channel3,Channel4
5566133,4102761,5727412,1070018
5727803,4076095,5560692,914758
5805969,3954803,5622526,726640
5719431,3719143,5832454,823376
5614647,3616113,5767366,578278
5738205,3552103,5568538,395020
5763357,3401709,5598744,181210
5707487,3192303,5838500,278136
5639421,3124347,5796938,74012
5738007,3038017,5560276,-127208
5727907,2853709,5573670,-382382
5709657,2665859,5828950,-254844
5670133,2635591,5824692,-435566
5726321,2488067,6060432,-655032
5709909,2311991,6081644,-403944
5698587,2148845,5854964,-254586
5676187,2119715,5841856,-438112
5704449,1941367,6058080,-663292
5711909,1794475,6084672,-921626
5697901,1623645,5852264,-781162
5685703,1598965,5843672,-965304
5676409,1395325,6018678,-1201784
5723087,1282559,6101948,-1442138
5726287,1121367,5856480,-1285494
5685033,1082431,5856782,-1473198
5655443,841329,5993194,-1234052
5739797,779291,6126226,-1421488
5724721,601167,5883630,-1285222
5670167,552205,5849982,-1502970
5612779,794631,5943210,-1764944
5761055,797803,6126240,-1930460
5739877,616937,5890206,-1777600
5674859,555253,5842636,-2033928
5607781,771485,5934076,-1812354
5781193,817807,6165566,-1882732
5753705,612485,6421548,-1782504
5667311,557635,6371786,-2035214
5572271,731285,6412910,-1833838
5797665,848447,6175386,-1879640
5747949,635729,6421908,-1778114
5676439,539281,6355324,-1540152
5543849,702701,6389156,-1315844
5317897,883997,6236344,-1307884
5239967,642307,6446512,-1247412
5139721,536199,6355826,-1017042
4991441,660545,6349236,-830134
4819679,913489,6249148,-764270
4747473,669843,6445760,-699330
4613629,542475,6352772,-485010
4450235,630925,6311662,-313104
4311247,396199,6265342,-228696
4240339,156147,6475636,-163518
4093199,20037,6360002,25682
3896131,87757,6273674,198174
3796565,-112981,6278726,316312
3711615,-370881,6473280,354738
3569565,-501363,6366102,543406
3353639,-462589,6261634,694624
3285967,-619495,6291096,862396
3206177,-358381,6479230,884422
3047207,-487625,6374468,1064516
2814157,-484645,6247058,1214774
2788253,-609185,6313288,1390342
2679463,-359717,6481242,1421488
2532889,-485875,6379084,1595788
2791627,-521963,6211904,1725132
2795257,-595581,6322648,1914856
2681029,-856167,6496338,1941976
2526009,-993897,6397758,2110428
2783163,-1066053,6194458,2243506
2809147,-1108241,6335244,2461732
2691447,-866397,6508318,2453052
2541157,-986335,6400334,2654430
2737795,-1092407,6167346,2740648
2807045,-1103927,6340240,2985460
2693573,-842973,6508974,3005076
2550981,-970721,6412246,3180630
2734003,-1111173,6665872,3278870
2800753,-1113419,6869440,3516380
2710171,-1362253,7057720,3501500
2560893,-1479507,6960950,3709678
2730885,-1655691,7181760,3793802
2807223,-1628987,7391132,4033372
2701615,-1890213,7559336,4050944
2576577,-1989229,7487992,4244180
2710541,-2194927,7686528,4304398
2806911,-2151609,7923100,4552804
2714637,-2409581,8105924,4570306
2578955,-2489341,8028654,4776206
2705411,-2737949,8188176,4813004
2799153,-2682163,8440010,4554028
2711215,-2936409,8618694,4567646
2605851,-2994327,8585656,4790600
2691995,-2765673,8686614,4795070
2789581,-2692805,8947698,5055120
2715895,-2926695,9156044,5098494
2622799,-2972043,9119880,5323114
2666081,-2782495,9193554,5317648
2771351,-2698693,8940590,5057210
2721109,-2921751,9164836,5101230
2647539,-2954501,9142640,5332622
2659185,-2798731,9185452,5298872
-1960993,-2179508,-2068061,-1236275
-2007993,-2388216,-1842387,-1188151
-2072513,-2399850,-1840723,-941871
-2087001,-2286386,-1845595,-995273
-1962235,-2177072,-2072635,-1236877
-1997603,-2390258,-1842931,-1184507
-2061969,-2388080,-1810399,-938227
-2109771,-2296312,-1833963,-993317
-1968023,-2169834,-2061545,-1249813
-2009545,-2376972,-1814561,-1174999
-2047313,-2375132,-1809787,-931601
-2087769,-2585278,-1573743,-884809
-2124555,-2574960,-1545497,-630125
-2213227,-2548536,-1629917,-709537
-2040143,-2367384,-1796875,-936981
-2090059,-2562208,-1558019,-882039
-2110255,-2568728,-1539813,-628571
-2237085,-2566694,-1668359,-740881
-2038595,-2354934,-1782383,-925267
-2077237,-2568838,-1568313,-879167
-2118159,-2559812,-1545149,-627301
-2253195,-2585940,-1682839,-743495
-2031971,-2345530,-1784267,-940633
-2079299,-2560030,-1538029,-867543
-2118519,-2569018,-1535203,-637649
-2287557,-2625088,-1704427,-747699
-2541327,-2853276,-1753633,-911583
-2592445,-3073800,-1537693,-868733
-2651127,-3090316,-1551147,-662223
-2818315,-3155010,-1732613,-777605
-3052003,-3355028,-1734075,-899179
-3123015,-3588590,-1516551,-873771
-3174541,-3604346,-1525869,-643731
-3376659,-3708398,-1737265,-788857
-3572659,-3873850,-1730995,-890283
-3630879,-4105450,-1514843,-860785
-3688089,-4129686,-1528631,-655533
-3914343,-4262996,-1757227,-793829
-4086899,-4382972,-1714867,-886475
-4150815,-4628214,-1505907,-871959
-4226923,-4649568,-1526331,-662019
-4455597,-4797868,-1786125,-811635
-4601641,-4890784,-1701041,-878035
-4657265,-5138062,-1497001,-838221
-4741153,-5178290,-1536495,-670861
-4479729,-5333966,-1281921,-826335
-4582589,-5389234,-1146607,-867325
-4667389,-5637386,-964347,-838633
-4744797,-5674340,-989205,-664929
-4483953,-5872010,-782467,-836677
-4580843,-5911390,-632997,-878649
-4662607,-6160058,-439041,-851891
-4728949,-6188606,-458757,-664125
-4492271,-6413710,-260259,-824789
-4579939,-6428274,-93913,-856281
-4671139,-6168088,90453,-849657
-4719045,-6184728,75785,-666707
-4504043,-6438458,231033,-841191
-4572973,-6422084,438465,-863825
-4650271,-6677884,622893,-855673
-4726301,-6699358,605777,-655035
-4526515,-6456230,738751,-862543
-4579739,-6418296,963325,-857017
-4646201,-6673082,1157917,-847441
-4711541,-6684964,1146259,-668433
-4538753,-6473486,1255535,-850335
-4568053,-6422060,1493669,-856485
-4650579,-6679794,1680889,-852407
-4695741,-6658508,1693407,-637499
-4556447,-6489116,1758371,-861361
-4588427,-6425394,2000061,-880597
-4636105,-6656292,2218197,-838857
-4667329,-6626830,2248447,-626131
-4570575,-6506942,2277033,-866525
-4597983,-6436492,2521843,-882447
-4652425,-6664558,2729295,-859595
-4633227,-6598544,2798095,-601919
-4581311,-6526428,2781635,-358797
-4610215,-6449696,3029603,-374081
-4646933,-6662952,3251879,-317623
-4612629,-6571712,3360017,-568055
-4599901,-6547050,3280933,-374479
-4626289,-6460118,3537909,-379011
-4653011,-6659198,3781557,-348431
-4591359,-6550120,3903677,-564035
-4621761,-6564290,3792127,-378525
-4644865,-6472166,4052199,-407411
-4634489,-6649272,3797057,-317371
-4553131,-6511618,3945371,-523113
-4615099,-6584250,3768899,-375337
-4654953,-6495976,3507041,-418923
-4641469,-6663298,3264879,-329375
-4508627,-6468120,3459623,-509645
-4639039,-6600786,3228701,-391511
-4686885,-6520148,3477437,-456813
-4652597,-6671966,3249141,-330459
-4464985,-6415922,3502019,-456241
-4643151,-6627360,3736003,-396973
-4710619,-6549004,3982771,-478361
-4650819,-6670762,3782323,-354355
-4426543,-6907302,3540383,-426475
-4672759,-6653888,3700943,-430799
-4743071,-6565090,3441807,-506735
-4656045,-6676244,3257257,-346433
-4397719,-6875300,3046433,-393353
-4165111,-6674778,3145471,-432293
-4236995,-6589178,3406995,-527223
-4138343,-6672438,3242743,-346001
-4359977,-6839606,3073311,-369349
-4186889,-6695816,3136649,-444499
-4239693,-6598348,2877187,-539379
-4134889,-6678090,2723703,-339837
-4331059,-6821584,2582895,-327539
-4186811,-6723576,2593343,-432833
-4262219,-6606276,2335183,-561153
-4130403,-6674006,2193615,-372757
-4324899,-6784608,2094841,-319379
-4222089,-6751080,2042253,-457127
-4272265,-6624770,1799047,-575721
-4121333,-6673268,1675125,-344013
-4284051,-6758834,1584459,-295575
-4237265,-6774088,1496599,-457405
-4287195,-6644336,1253723,-590477
-4118227,-6673056,1166057,-343757
-4251927,-6727740,1099643,-260571
-4243463,-6797136,946241,-506799
-4312619,-6654894,727053,-602897
-4132557,-6674770,636705,-356423
-4212509,-6680436,601789,-232469
-4251151,-6798360,417745,-464665
-4321213,-6669072,190497,-615763
-4125687,-6673802,114461,-877875
-4187819,-6646204,122875,-728663
-4279105,-6827228,-129509,-486437
-4342677,-6690336,-356309,-640907
-4128117,-6674890,-408941,-872423
-4141679,-6605470,-353163,-686675
-4287481,-6843256,-139225,-501087
-4353837,-6717318,-394191,-667641
-4126721,-6677248,-424765,-897581
-4091425,-6550346,-306119,-637695
-4294699,-6328226,-164271,-492303
-4392877,-6217288,-409929,-693055
-4134431,-6147312,-418491,-878601
-4072007,-6011118,-280137,-621927
-4319793,-5827384,-191851,-529187
-4395611,-5702404,-425277,-700693
-4142911,-5634274,-418799,-887613
-4110753,-5502530,-296785,-656973
-4342839,-5337640,-208583,-538893
-4374971,-5146162,-391329,-683891
-4134119,-5085426,-402949,-894893
-4100817,-4985000,-319725,-660513
-4361661,-4848278,-236883,-535627
-4348469,-4598890,-369845,-657967
-4120849,-4558496,-401033,-874001
-4092343,-4460110,-314649,-659821
-3864941,-4337464,-266037,-551409
-3810157,-4581100,-340595,-642133
-3583401,-4543898,-393361,-875275
-3571789,-4469792,-319327,-659661
-3365785,-4381122,-298133,-572655
-3268939,-4564750,-341171,-621345
-3055005,-4551608,-379783,-863831
-3058183,-4470076,-325545,-675237
-2854121,-4397830,-312755,-581329
-2730219,-4541656,-308927,-610023
-2511751,-4527462,-361295,-845265
-2520965,-4446194,-293839,-629053
-2342529,-4418032,-333705,-592415
-2195557,-4539342,-310317,-617019
-1987921,-4526824,-364637,-850501
-1990421,-4451346,-316199,-651779
-1842823,-4441620,-360869,-616491
-1650665,-4513344,-281517,-584721
-1494187,-4560668,-388063,-326555
-1559237,-4550344,-410063,-227621
-1425609,-4568586,-482551,-142635
-1643803,-4497986,-281403,-50299
-1482655,-4544672,-389829,200471
-1566353,-4546238,-402347,305351
-1445087,-4590212,-510261,372241
-1633757,-4486562,-260351,495159
-1482857,-4544784,-377633,721373
-1578615,-4556330,-422083,813915
-1452479,-4612172,-522443,878751
-1611109,-4461320,-775723,1045117
-1469157,-4533164,-900847,1258991
-1581457,-4559050,-944659,1319073
-1474621,-4624010,-1070329,1406499
-1579323,-4440414,-1265461,1582703
-799066,-587109,-548730,-567677
-933096,-639237,-621132,-530007
-822244,-717911,-746712,-449683
-903886,-490765,-910472,-230637
-783136,-574287,-1064314,-21697
-919232,-626961,-1150324,2707
-827310,-732715,-1296148,89065
-888860,-476869,-1425944,309617
-786830,-573239,-1574548,488909
-917568,-621219,-1659134,519123
-843308,-761177,-1836704,595653
-875854,-995633,-1940168,835787
-773640,-1090313,-2096792,1027309
-916374,-1142765,-2190860,1052975
-868596,-1307425,-2391614,1109005
-868944,-1505475,-2454252,1370719
-765758,-1605169,-2612388,1543363
-908214,-1655309,-2701182,1583025
-879262,-1844019,-2929996,1637545
-872368,-2026465,-2963486,1897431
-751800,-2127077,-3131924,2068289
-889834,-2166143,-3208456,2124751
-890038,-2394737,-2951796,2148983
-861010,-2543885,-2973740,1903033
-758972,-2642141,-3124362,2087439
-890370,-2677749,-3206288,2127667
-905356,-2421113,-2978996,2136489
-861086,-2531569,-2952278,1904563
-748566,-2645579,-3117314,2086703
-880814,-2682233,-3195692,2111773
-925776,-2443691,-2996380,2129635
-838728,-2522215,-2943596,1921769
-752262,-2636125,-3120426,2080699
-894196,-2678155,-3210430,2104459
-954154,-2461079,-3016580,2119319
-819744,-2502601,-2926862,1931931
-741730,-2628543,-3112412,2066039
-893088,-2692087,-3205428,2105753
-967496,-2480061,-3023122,2128751
-801348,-2486341,-2909104,1942089
-739598,-2622583,-3100216,2099847
-883962,-2689137,-3211774,2101495
-971948,-2503413,-3042482,2104979
-805748,-2479107,-2903746,1951507
-726280,-2617325,-3095796,2096713
-874236,-2675867,-3206564,2104265
-990208,-2522315,-3075676,2094107
-796962,-2474421,-2898256,1956207
-733886,-2617361,-3091496,2105847
-866012,-2673251,-3202766,2116711
-1006280,-2534051,-3089542,2089751
-794608,-2457349,-2882920,1960535
-730176,-2614199,-3092534,2102709
-879908,-2687459,-3214172,2090611
-1010070,-2550205,-3105836,2072431
-774528,-2447939,-2872186,1975559
-717606,-2612375,-3092256,2111527
-877764,-2701057,-3233270,2080267
-1032878,-2573707,-3122090,2069581
-1287476,-2429087,-2861332,1993001
-1228058,-2607017,-3077666,2123899
-1405284,-2692541,-3213582,2074017
-1561410,-2585861,-3121734,2077273
-1804222,-2424403,-3365416,2006727
-1759468,-2606667,-3597488,2110363
-1930944,-2699791,-3742840,2075955
-2106126,-2595855,-3666334,2072953
-2319324,-2410433,-3877338,2009389
-2276620,-2592389,-4108478,2125507
-2463594,-2705891,-4273802,2066479
-2626690,-2603667,-4208758,2069071
-2825766,-2394259,-4391146,2023535
-2790342,-2586921,-4633232,2120713
-2994088,-2715673,-4813516,2052555
-3176196,-2630319,-4736892,2062515
-3335178,-2375683,-4900940,2030643
-3320146,-2585409,-5143560,2137661
-3520380,-2720697,-5344176,2035759
-3709732,-2641801,-5278422,2048603
-3845608,-2891749,-5416508,2052819
-3831638,-3098719,-5670896,2133839
-4048106,-3238115,-5870478,2035035
-4235036,-3170965,-5809984,2061489
-4369390,-3402343,-5926022,2058959
-4356420,-3613437,-6181608,2143141
-4559432,-3756401,-6384212,2042933
-4780282,-3728005,-6361440,2049781
-4890508,-3921889,-6445738,2054923
-4881756,-4137363,-6704660,2142697
-5073236,-4270485,-6892620,2053981
-5333194,-4263513,-6897836,2035251
-5404030,-4448095,-6960060,2055239
-5393976,-4655851,-7217622,2156965
-5586596,-4778783,-7400024,2062967
-5338192,-4815231,-7452606,2029861
-5416184,-4967013,-7488760,2048597
-5392952,-5168687,-7732430,2141581
-5565284,-5272997,-7900078,2090113
-5355654,-5355667,-7996842,2014179
-5426586,-5498571,-8033450,2053231
-5380018,-5682929,-8254190,2156899
-5539702,-5780059,-8407800,2103037
-5370402,-5905037,-8536758,2004827
-5427692,-6018229,-8543396,2047181
-5369840,-6201741,-8762228,2157035
-5539162,-6290973,-8916290,2131881
-5393134,-6444897,-9072002,1999707
-5419676,-6548845,-9073060,2053963
-5379494,-6726999,-9287970,2157257
-5512910,-6794109,-9427594,2133235
-5413160,-6993017,-9621150,1986809
-5413556,-7064941,-9598370,2047737
-5370082,-7239983,-9803800,2167707
-5497868,-7293979,-9926916,2143697
-5429116,-7544579,-10174400,1966531
-5432166,-7599599,-10128064,2027751
-5376368,-7773469,-10330694,2166227
-5479698,-7800957,-10433050,2163677
-5446378,-7569013,-10197852,1944265
-5432776,-7598031,-10131248,2026035
-5385594,-7765195,-10324520,2163975
-5456810,-7785795,-10416602,2183939
-5467222,-7603825,-10222426,1940573
-5440418,-7614273,-10147218,2028621
-5369824,-7749967,-10323564,2176593
-5432264,-7725769,-10369646,2211533
-5487552,-7607761,-10228702,2440869
-5452090,-7602013,-10132142,2533851
-5363274,-7736637,-10304738,2696323
-5406744,-7708067,-10346708,2764147
-5539812,-7642295,-10272126,2916025
-5449444,-7610317,-10144626,3042633
-5357724,-7741577,-10304934,3219763
-5387838,-7694605,-10336616,3307485
-5537706,-7669435,-10293616,3436587
-5464396,-7616355,-10147994,3574021
-5369010,-7748339,-10305742,3736015
-5371974,-7680727,-10336064,3833953
-5557148,-7680185,-10314568,3946557
-5465536,-7609903,-10145232,4094969
-5360936,-7733365,-10292246,4273873
-5338786,-7650893,-10293740,4391449
-5570412,-7707689,-10323288,4458271
-5462316,-7616593,-10156610,4601581
-5359960,-7740575,-10304432,4790389
-5329344,-7641363,-10288618,4918903
-5590124,-7727173,-10347886,4965411
-5464820,-7630397,-10164368,5139783
-5357310,-7750503,-10312156,5317115
-5314868,-7620115,-10260990,5440751
-5067054,-7729105,-10345854,5495091
-4959846,-7633875,-10169464,5646513
-4832588,-7747931,-10308678,5847401
-4779654,-7613125,-10242170,5965991
-4559566,-7746033,-10366530,5999629
-4421396,-7627029,-10168118,6186541
-4309676,-7734591,-10297862,6374513
-4255300,-7599427,-10254206,6490301
-4051452,-7767961,-10377598,6527651
-3896668,-7609053,-10156608,6710491
-3787688,-7720757,-10280320,6897545
-3716936,-7584815,-10236244,7018629
-3542180,-7779991,-10402206,7043149
-3359022,-7604505,-10145740,7233635
-3253120,-7721629,-10276688,7434611
-3173600,-7579905,-10220646,7572459
-3034732,-7810077,-10422826,7555271
-2832600,-7608777,-10666494,7765419
-2716506,-7710493,-10791220,7969561
-2641122,-7571105,-10753072,8086909
-2545488,-7313973,-10977746,8052443
-2298072,-7071323,-11180530,8291177
-2196102,-7180695,-11308292,8499437
-2097772,-7028971,-11254494,8629893
-2025064,-6810249,-11002852,8564133
-1793904,-6559613,-11193636,8806893
-1662682,-6643135,-11304502,9019645
-1560596,-6485903,-11238500,9168839
-1525818,-6315361,-11024116,9068181
-1269344,-6560291,-11196726,9327407
-1134588,-6642505,-11290090,9552963
-1019200,-6473359,-11218232,9708095
-1030820,-6337347,-11051526,9582343
-1263670,-6562985,-11197100,9325769
-1120706,-6632649,-11278988,9556075
-1016998,-6463275,-11213724,9726149
-1042204,-6363593,-11073040,9567561
-1270414,-6559593,-11207198,9336013
-1119898,-6627157,-11288376,9555713
-1013736,-6461367,-11221412,9724621
-1067328,-6384029,-11100872,9561973
-1255410,-6540395,-11176086,9337795
-1118660,-6626963,-11268286,9544887
-1030652,-6472531,-11207472,9718987
-1076052,-6396561,-11094398,9570135
-1248332,-6541073,-11173752,9350747
-1100302,-6623319,-11280114,9577887
-1010596,-6465899,-11223948,9720421
-1086692,-6398615,-11099282,9554799
-1259848,-6516631,-11140618,9345551
-1086226,-6583315,-11224602,9580425
2155654,3011844,2987350,1360689
2036560,3015814,3038546,1149319
1893994,2918640,3009694,953799
2058986,2868206,2939072,1198267
2191454,3047480,3022660,1385727
2014130,2977770,2994842,1647153
1887914,2907942,2994952,1455613
2058986,2870020,2950680,1213269
2207598,3071478,3030150,1419147
1994808,2948018,2981200,1629867
1887714,2888586,2975450,1447233
2072718,2868050,2945266,1200063
2223482,3066692,3041464,1412993
1970138,2914486,2928046,1604635
1872442,2887410,2965072,1450329
2072666,2877222,2952976,1208203
2245746,3094340,3057836,1423971
2474172,2885158,2902820,1596499
2395972,2867920,2946802,1445641
2601112,2878094,2961446,1214233
2798534,3118040,3082250,1454213
2967548,3375184,2871436,1569367
2910202,3390030,2942442,1434245
3135040,3413538,2965902,1210625
3313100,3633076,3072144,1445993
3472962,3880184,2855782,1555837
3441524,3917976,2945340,1439037
3660010,3941800,2962056,1207143
3798278,4121016,3037310,1424943
4002438,3869702,2851604,1559651
3986110,3941060,2980472,1461801
4191596,3953564,2976248,1231883
4298522,4091102,3010502,1398131
4518322,3857468,2835892,1560955
4530358,3969274,2988038,1477441
4725608,3959358,2984016,1235391
4798086,4071608,2982246,1371045
5034818,3850758,2831210,1552429
5063246,3983392,3012800,1509709
5242770,3963034,2999846,1764361
5321428,4050230,2965026,1871537
5556602,3839898,2820162,2090761
5620570,4008336,3026310,2042235
5787228,3976940,3001878,2275723
5829922,4048900,2965184,2401899
6067388,3833360,2814824,2617609
6157096,4010206,3045254,2577039
6322448,3992706,3025078,2810671
6356488,4061842,2978524,2911541
6583136,3816668,2805404,3127523
6694952,4029170,3061090,3090463
6853726,3997046,3025052,3342421
6889684,4042860,2951830,3449599
7097300,3797756,2781846,3656241
7224422,4037688,2546970,3628237
7392424,4009596,2519930,3879131
7399590,4041640,2442750,3967315
7608718,4301642,2234722,4165665
7764564,4053688,2040800,4167737
7909708,4014426,1996596,4398645
7907346,4017350,1870812,4452829
8121934,3772020,1710064,4686621
8307276,3540950,1525342,4706511
8438248,3492842,1477998,4913481
8400912,3460758,1324540,4946255
8656760,3249480,1189060,4686403
8852184,3047004,1032264,4727385
8978546,2978902,966984,4928641
8904688,2918252,775250,4929529
8648504,2720498,658222,4707897
8855522,2541734,521670,4742315
8977378,2462736,446328,4930501
8896368,2370960,229196,4913245
8650934,2194052,131240,4709751
8885504,2045240,25026,4746745
8987668,1956166,-64616,4934443
8880094,1839836,-309592,4892029
8639038,1662794,-394154,4705107
8900476,1527300,-480496,4765955
8991334,1439468,-572560,4942487
8869238,1309780,-830218,4897469
8638416,1135360,-928038,4723319
8385284,1026370,-988152,4771819
8477862,926114,-1093810,4950313
8331500,766226,-863220,4868423
8114182,608940,-938124,4730505
7896934,538148,-971072,4805979
7981294,426914,-1073036,4960721
7814440,236286,-874516,4861593
7589744,67810,-967606,4715467
7379712,23728,-966986,4807959
7475110,-83504,-1057448,4963337
7293070,-279144,-866768,4880425
7046246,-477034,-975758,4702849
6851248,-496518,-966516,4798775
6938748,-599438,-1059996,4973269
6760208,-807268,-881622,4867921
6504704,-1020192,-994850,4670537
6327498,-1016742,-966032,4812089
6429476,-1116142,-1044938,4978713
6231420,-1342764,-875152,4857315
6479814,-1555380,-999194,4677131
6340476,-1532802,-964352,4810923
6432868,-1630322,-1043110,4973755
6229402,-1872686,-898648,4848613
6479162,-2086222,-1012806,4689173
6343768,-2050508,-948190,4818639
6448788,-2144802,-1026796,4973445
6229900,-2398822,-905882,4835149
6465446,-2622166,-1020398,4682329
6355696,-2564502,-961630,4812067
6449284,-2650734,-1016826,4988707
6225790,-2392672,-913098,4845207
6455996,-2636460,-1041306,4668543
6362638,-2560350,-930296,4814991
6460736,-2641416,-999428,4999609
6245232,-2392674,-885076,4858969
6440216,-2133996,-1053338,4646993
6356708,-2027390,-931472,4823553
6466740,-2113602,-998494,4990925
6244920,-1873260,-901062,4842793
6434158,-1617926,-1066182,4652331
6369418,-1501982,-920390,4822599
6481944,-1573366,-975462,5003307
6224556,-1350474,-896134,4855283
6394234,-1114120,-1081230,4642523
6363584,-976582,-916312,4822687
6493316,-1033356,-968708,5009309
6251234,-818896,-893790,4861537
6391220,-606464,-1098740,4628095
6366956,-454158,-914186,4826351
6501538,-497312,-946686,5017209
6255400,-287186,-888372,4867949
6363876,-108992,-1125530,4614697
6355970,73288,-924384,4819881
6503200,41398,-938704,5032881
6264604,238410,-888114,4882733
6351710,393936,-1132646,5124251
6357922,597648,-928868,5341133
6508262,571702,-938170,5546451
6255836,746046,-893610,5389025
6335050,905808,-1149694,5130395
6380156,1137142,-911234,5343215
6526818,1103210,-917808,5559493
6763810,1255448,-912958,5386261
6849764,1427932,-1151050,5645767
6907208,1679862,-904970,5882931
7048630,1636114,-917052,6086383
7283370,1776442,-942492,5878677
7372266,1939516,-1172736,5662159
7437720,1687840,-1421444,5894759
7586660,1651086,-1423860,6093729
7800756,1770728,-1450186,5887383
7889082,1930362,-1694180,5636659
7966188,1685622,-1932190,5898025
8116442,1658044,-1936318,6093445
8321794,1754696,-1992922,5884731
8405040,1915972,-2242848,5636615
8504660,1688038,-2469568,5380315
8656544,1653104,-2470650,5586979
8838358,1734786,-2533902,5342391
8921334,1903498,-2770032,5114113
9030044,1692500,-2973456,4870141
9176442,1667982,-2975114,5038961
9341520,1716724,-3076710,4810947
9443514,1889234,-3307324,4593821
9573326,1713380,-3490684,4342463
9717022,1680188,-3496292,4531635
9867206,1711194,-3598744,4291239
9953266,1872218,-3849414,4065043
10092938,1702912,-4017098,3811205
10244582,1682594,-4017896,4011927
10396484,1711826,-4132502,3765523
10459862,1856854,-4386868,3523173
10617922,1708536,-4519338,3295187
10781836,1694668,-4525570,3492927
10923880,1714032,-4663352,3238735
10975888,1836338,-4420760,2985363
11151864,1716198,-4529466,2775601
11312812,1713186,-4510200,2984007
11450906,1719352,-4658050,3245461
11480766,1828324,-4419546,3498613
11684950,1725646,-4511528,3299885
11842068,1722216,-4496820,3505237
11974600,1714970,-4646926,3257715
11997160,1818492,-4421624,3500043
12214998,1719516,-4520896,3314383
12380890,1730350,-4485964,3519089
12502618,1722028,-4661686,3768637
12518000,1795026,-4454206,4012781
12729418,1728152,-4525412,3824419
12914316,1749864,-4470898,4038689
13047870,1730182,-4642324,3785881
13020786,1776104,-4461338,3997179
13266980,1736122,-4505250,3825525
13436992,1764036,-4457310,4053883
13581704,1736526,-4647904,3805983
-1175479,-1418626,-1360323,-747604
-918745,-1423302,-1366391,-926818
-723937,-1375410,-1288583,-669970
-592351,-1405358,-1486537,-922746
-672699,-1422456,-1366825,-772658
-911519,-1416986,-1365009,-915546
-703299,-1360262,-1283323,-667774
-582213,-1405646,-1475717,-917158
-692755,-1450188,-1391555,-785634
-917249,-1431006,-1370235,-914262
-692955,-1354756,-1273775,-657768
-584347,-1405746,-1468413,-910450
-714057,-1475178,-1408987,-797418
-921387,-1414258,-1352409,-917304
-689409,-1344608,-1257681,-664616
-576363,-1387508,-1467857,-899506
-723555,-1488726,-1426587,-801964
-907019,-1410326,-1359005,-916760
-680071,-1333298,-1248829,-657900
-579229,-1385460,-1463995,-894680
-748529,-1518244,-1453927,-837662
-919763,-1420418,-1371195,-928404
-678623,-1326650,-1244141,-1165158
-561201,-1400206,-1458379,-903180
-767553,-1534630,-1471871,-839618
