Channel1,Channel2,Channel3,Channel4
-1226223,-3794391,-5908587,-1214308
-1291471,-3943583,-5949157,-1180186
-1272011,-4153081,-6202899,-1073848
-1422723,-4216909,-6348313,-1137904
-1230933,-4324337,-6441621,-1223468
-1272337,-4452295,-6459299,-1164988
-1281577,-4671515,-6202139,-1060820
-1431169,-4747715,-6353387,-1134372
-1236955,-4857055,-6450403,-1235556
-1263915,-4977771,-6463767,-1167774
-1267313,-5206489,-6203117,-1068242
-1428859,-5259071,-6329863,-1142926
-1236271,-5374147,-6434593,-1226310
-1253487,-5445949,-6416141,-1137128
-1279371,-5671919,-6157737,-1059784
-1429899,-5767027,-6311457,-1121616
-1246909,-5889371,-6427979,-1229610
-1244827,-5947355,-6379279,-1137498
-1261823,-6181309,-6132131,-1065952
-1420447,-6285689,-6310919,-1140868
-1259385,-6436897,-6456429,-1239310
-1241625,-6472121,-6383879,-1131782
-1247927,-6703405,-6139515,-1047960
-1417729,-6799323,-6303903,-1139694
-1280631,-6979643,-6470541,-1234090
-1236971,-6998007,-6390767,-1127282
-1248677,-7228425,-6130239,-1054084
-1405847,-7319313,-6308099,-1117564
-1292101,-7527759,-6501509,-1245894
-1233205,-7521927,-6393379,-1134616
-1247023,-7761259,-6135861,-1040024
-1388619,-7843021,-6302051,-1110814
-1308107,-8069477,-6516817,-1261980
-1242063,-8047585,-6394739,-1136240
-1232053,-8278485,-6132975,-1036118
-1381363,-8358659,-6287597,-1087236
-1316953,-8617631,-6525243,-1272854
-1239423,-8578859,-6391787,-1123308
-1229443,-8798977,-6131289,-1045138
-1371437,-8882469,-6303605,-1093014
-1327293,-8633063,-6547461,-1273104
-1228359,-8573613,-6397225,-1131414
-1225481,-8791937,-6644539,-1037674
-1357153,-8881873,-6815515,-1090902
-1344773,-8652377,-6565823,-1286904
-1221675,-8575803,-6401475,-1124604
-1212113,-8786855,-6642531,-1020890
-1361789,-8875119,-6813857,-1080394
-1353641,-8670249,-6585275,-1283376
-1222183,-8569155,-6385357,-1132556
-1211255,-8783521,-6639601,-1035316
-1345209,-8867107,-6813715,-1066216
-1367893,-8685671,-6595993,-1295840
-1208601,-8560891,-6384113,-1112288
-1194371,-8761637,-6623935,-1022248
-1325509,-8837133,-6781743,-1050404
-1392015,-8715289,-6631469,-1312042
-1227623,-8573265,-6398883,-1134250
-1197499,-8768947,-6626945,-1022842
-1311399,-8830499,-6768161,-1043498
-1397583,-8734555,-6647471,-798456
-1243023,-8580299,-6415751,-614536
-1194337,-8759567,-6623219,-490192
-1289947,-8810171,-6767483,-501596
-1420813,-8748805,-6666803,-279614
-1232741,-8585991,-6425875,-80750
-1187567,-8754957,-6614637,43792
-1277253,-8799211,-6741341,38738
-1439299,-8774507,-6682515,238582
-1235823,-8592849,-6943879,434514
-1172663,-8765903,-7144539,570418
-1264733,-8793809,-7257499,580262
-1434233,-8782255,-7213283,758016
-1245323,-8579783,-7451183,960480
-1175065,-8742257,-7641959,1112162
-1242759,-8748925,-7737683,1130070
-1473541,-8818397,-7769805,1285656
-1247937,-8613125,-8003485,1467062
-1168185,-8745965,-8162007,1626024
-1213847,-8731741,-8244971,1697304
-962433,-8842847,-8315743,1778088
-738225,-8606695,-8534453,1988438
-645523,-8728783,-8684819,2165090
-682559,-8718419,-8770475,2203216
-477991,-8883605,-8876239,2258214
-735611,-9130787,-9057881,2505926
-644305,-9247695,-9195121,2683152
-690213,-9234485,-9296609,2721924
-477145,-9420343,-9422205,2788282
-729909,-9646381,-9579775,3034498
-632185,-9758695,-9714357,3225716
-675167,-9756065,-9812479,3253208
-491355,-9960575,-9960703,3307798
-719819,-10168473,-10090309,3050398
-631209,-10283363,-10234001,3217972
-680597,-10287339,-10345895,3247270
-503079,-10499139,-10502061,3303242
-703123,-10676793,-10612181,3056004
-612005,-10796965,-10739653,3226372
-687981,-10818415,-10860133,3243096
-509665,-11041847,-11040357,3307306
-688083,-11186427,-11127091,3074680
-620293,-11321517,-11271883,3229104
-688467,-11338199,-11388633,3235444
-512723,-11568343,-11572255,3296696
-675753,-11693133,-11642217,3076352
-610109,-11831333,-11775679,3245296
-684803,-11856205,-11892993,3233782
-517093,-12109821,-12116267,3280470
-673567,-12213713,-12156025,3096972
-605697,-12349121,-12308469,3242420
-684517,-12390997,-12448967,3244282
-534783,-12649669,-12652223,3293690
-667295,-12731539,-12652647,3096492
-602237,-12866977,-12808677,3248750
-686267,-12922619,-12961967,3228592
-544493,-13181837,-13186307,3284642
-642829,-13244319,-13173311,3112470
-583821,-13386753,-13346181,3243134
-697653,-13453505,-13515955,3207280
-530987,-13712929,-13706015,3294538
-641679,-13735639,-13678861,3107954
-569499,-13894819,-13845725,3272504
-699051,-13992099,-14034927,3213608
-546329,-14253823,-14236967,3295604
-615429,-14254707,-14194753,3127962
-584667,-14423059,-14372473,3255496
-703977,-14516325,-14571307,3200602
-558337,-14265121,-14790239,3282320
-604543,-14248083,-14709575,3143308
-564725,-14413799,-14891699,3266446
-721621,-14521489,-15095877,3193550
-555165,-14268807,-15323139,3273120
-596999,-14235291,-15218295,3162676
-569153,-14408105,-15413255,3262104
-729417,-14547521,-15641609,3181498
-568699,-14287609,-15852995,3301844
-583311,-14231287,-15727499,3159672
-439785,-13985823,-15942187,3258554
-444699,-13903191,-15801441,3153422
-523547,-230090,-170836,-372792
-697533,-381078,82676,-475706
-580481,-151514,-151732,-372684
-549813,-43746,16808,-470172
-518277,-220070,-159672,-360076
-675553,-367134,92318,-472482
-591309,-173832,344926,-386390
-553339,-44050,545064,-482966
-506573,-210638,368330,-370240
-676311,-352978,115480,-459002
-605339,-210930,333172,-372896
-546285,-50952,531640,-469602
-498767,-181864,393586,-351172
-640763,-332778,655508,-455216
-626419,-200578,853348,-413166
-551795,-38522,1055860,-488882
-500947,-194374,898704,-357856
-653661,-321734,659138,-431414
-630299,-219372,841182,-411198
-550719,-38438,1068764,-487820
-485307,-179996,915844,-356520
-628655,-325456,662466,-430010
-660947,-238286,822584,-430146
-555503,-37844,1073634,-479582
-484619,-183624,922808,-338182
-627713,-321076,1180376,-436140
-670863,-253190,1323962,-442144
-556165,-36300,1065734,-478696
-485957,-171410,936306,-341932
-622973,-324322,1193152,-413576
-690065,-270338,1311526,-438868
-553937,-33232,1067902,-473726
-473563,-169286,936004,-346638
-625211,-334352,1170864,-418844
-694107,-278026,1315520,-439404
-547777,-26000,1085854,-469692
-471321,-168056,944424,-332736
-638585,-341980,1183076,-431946
-700241,-292278,1298174,-446450
-538967,-546932,1079430,-467408
-464579,-680086,952802,-330108
-635015,-862012,1175694,-431364
-721743,-835458,1284726,-457654
-539171,-1079820,1084490,-477812
-466467,-1203402,957280,-333682
-629271,-1391780,1156728,-429274
-725733,-1362948,1277104,-454378
-529105,-1586156,1093116,-455384
-448521,-1716736,969128,-317524
-628589,-1909960,1172246,-430528
-726933,-1884704,1273598,-450040
-523089,-2096486,1099102,-449666
-446205,-2226906,976866,-310022
-629921,-2450206,1152252,-441352
-726351,-2433824,1260090,-470870
-526201,-2620914,1102396,-457436
-420999,-2754506,975372,-308292
-634981,-3000266,1134006,-447970
-733337,-2957886,1251432,-473452
-501907,-3131770,1125768,-439922
-434691,-3270852,985494,-303782
-654007,-3008882,1129840,-465838
-746705,-2988042,1237544,-472976
-491175,-3128876,1118866,-438128
-428605,-3269568,969218,-308078
-659011,-3021804,1109122,-460754
-737233,-2991460,1235426,-474904
-481021,-3126976,1123202,-433074
-422725,-3269218,990630,-306210
-679251,-3038864,1095730,-478208
-747087,-2992964,1236378,-450862
-992387,-3109740,1145284,-413026
-941017,-3251524,1005356,-291196
-690397,-3038480,1081680,-488712
-744285,-3003670,1221584,-458862
-994727,-3105016,1155982,-407432
-938723,-3252552,1009402,-297960
-702269,-3057092,1066840,-493958
-761549,-3012124,1211848,-460752
-981319,-3094366,1146878,-408366
-928883,-3241182,1012264,-299680
-712355,-3071144,1063406,-511044
-756441,-3015812,1204768,-465932
-970761,-3080250,1172730,-381578
-933681,-3239440,1026276,-285814
-703897,-3056564,1064110,-510600
-764527,-3029300,1195014,-454606
-963431,-3076006,1177718,-392188
-925473,-3227560,1028872,-286482
-711421,-3052110,1064326,-509498
-777409,-3036178,1182460,-474506
-968699,-3074322,1170512,-395410
-913019,-3213008,1050916,-277230
-697047,-3038130,1071192,-506608
-789611,-3047654,1179542,-474646
-961101,-3066508,1177442,-383360
-910427,-3203656,1045752,-262808
-676293,-3034422,1078724,-494686
-808045,-3066120,1157986,-499774
-962357,-3051344,1179870,-377932
-907153,-3198598,1064536,-260778
-667361,-3026822,1101320,-474994
-830553,-3099242,1130816,-505482
-966179,-3073338,1194870,-389990
-890757,-3190442,1077212,-265574
-645459,-3002952,1124388,-453226
-862283,-3128336,1100674,-532582
-984821,-3087086,1166654,-408138
-887161,-3181782,1084214,-256496
-1138079,-2982280,1164684,-435152
-900669,-3160836,1076312,-554590
-983705,-3088230,1174878,-405836
-881801,-3176708,1095644,-248170
-1125897,-2954820,1178282,-412770
-923921,-3191450,1044706,-572362
-998679,-3091862,1160180,-414062
-875837,-3162596,1108838,-245568
-1110255,-2945368,1187368,-394098
-940709,-2688606,1018226,-602130
-994771,-2566570,1165914,-423866
-869863,-2624218,1119778,-238336
-1100431,-2423600,1189804,-405682
-961659,-2183518,1003632,-588454
-995103,-2042582,1160362,-430200
-861769,-2095134,1131646,-228866
-1108145,-1896628,1191116,-390738
-974333,-1674582,997946,-603910
-995981,-1512000,1166968,-420534
-856243,-1560448,1142302,-233462
-1102321,-1361832,1199588,-384284
-977523,-1170372,969292,-615392
-985435,-988006,1174692,-410096
-837737,-1017720,1151046,-219240
-1088775,-817830,1227484,-365258
-1009465,-665392,1475304,-625668
-996769,-464682,1691946,-420400
-835117,-488436,1686296,-227010
-1071197,-292380,1744048,-356418
-1030853,-171180,1970828,-118580
-999831,57618,2212504,102358
-811673,51990,2230514,313326
-1046243,263062,2289910,182524
-1047461,338950,2472824,379852
-1008029,584630,2216054,611126
-804295,593286,2245834,847062
-1025203,798482,2301696,725496
-1064921,841782,2455554,887254
-1007273,580824,2208420,1136346
-798479,615084,2261352,1391040
-1016337,827092,2336930,1280826
-1092151,813628,2422532,1389156
-1021515,575942,2199854,1643106
-781147,626234,2273950,1393332
-988391,843848,2355334,1296472
-1125861,779646,2396120,1364954
-1025191,555932,2185254,1104408
-776503,638798,2277966,869576
-979277,862458,2367370,786394
-1149977,756550,2367968,816598
-1047119,551712,2179066,580034
-1297517,644424,2297252,377194
-1455679,891828,2396636,277098
-1700393,726748,2341356,268658
-1562603,534564,2165622,46556
-1806867,653168,2303030,-149250
-1966793,405212,2440996,-195008
-1737829,167222,2307916,-288894
-1574873,35978,2190272,-483364
-1790947,186166,2355364,-673598
-1944607,-73192,2487242,-700348
-1763849,161404,2303378,-842240
